User,Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards
1466,Marvin Roberts,24,61,1995,5,Male,5653 North Drive,,Phoenix,AZ,85022,33.62,-112.05,$26023,$53061,$84073,743,3
1467,Yamileth Lee,28,67,1991,7,Female,993 Ninth Street,,Prattville,AL,36066,32.46,-86.44,$21796,$44444,$130382,706,1
1468,Tyson Kelley,67,67,1952,9,Male,159 Mill Street,7.0,Carleton,MI,48117,42.05,-83.38,$22321,$56542,$9097,733,6
1469,Ryann Faraday,24,67,1995,4,Female,165 Plum Avenue,,Ashland,MS,38603,34.83,-89.17,$13161,$26839,$70077,805,2
1470,Ira Walker,51,69,1968,5,Male,166 River Drive,,Harwood,MD,20776,38.86,-76.6,$33529,$68362,$96182,711,2
1471,Kairo Mitchell,30,60,1989,6,Male,978 Wessex Avenue,,Piney Flats,TN,37686,36.44,-82.34,$22388,$45649,$150985,693,1
1472,Kenna Faraday,34,66,1985,11,Female,5411 Madison Avenue,,Killeen,TX,76543,31.09,-97.71,$14665,$29897,$27736,760,6
1473,Hannah Gonzalez,35,67,1984,3,Female,3369 Wessex Avenue,3.0,Roseville,CA,95661,38.74,-121.25,$29367,$59872,$95927,752,4
1474,Isaias Ross,51,72,1968,4,Male,865 Wessex Lane,,Cookeville,TN,38501,36.15,-85.5,$15955,$32531,$78193,631,4
1475,Celine White,41,64,1978,6,Female,608 Washington Drive,,Winston,GA,30187,33.65,-84.86,$22613,$46108,$64994,635,1
1476,Jaden Gonzalez,54,66,1966,2,Male,938 Forest Street,,Brownsville,TX,78521,25.92,-97.48,$11140,$22714,$27227,702,3
1477,Meredith Anwar,77,65,1942,4,Female,456 Birch Lane,15.0,Belfair,WA,98528,47.43,-122.92,$19640,$44807,$13730,751,4
1478,Maya Lewis,39,65,1980,5,Female,796 Sussex Avenue,,Switz City,IN,47465,39.03,-87.05,$15285,$31170,$33165,685,5
1479,Rylan Rodriguez,33,69,1986,10,Female,928 Bayview Street,,Portage,WI,53901,43.54,-89.46,$19635,$40029,$0,787,3
1480,Kai Sanchez,38,67,1981,9,Male,889 Forest Lane,,Gainesville,FL,32605,29.67,-82.33,$24992,$50957,$73187,653,2
1481,Jillian Carter,26,69,1993,4,Female,445 Fourth Lane,9921.0,Edinburg,TX,78542,26.35,-98.11,$11763,$23987,$39071,630,1
1482,Allen Ward,50,70,1970,1,Male,1504 Lincoln Drive,941.0,Wickes,AR,71973,34.29,-94.33,$13123,$26758,$41064,734,5
1483,Lillianna Davis,69,71,1950,9,Female,6466 Ninth Drive,,Bakersfield,CA,93308,35.54,-118.91,$21654,$44152,$90526,700,5
1484,Eva Perry,21,68,1998,12,Female,649 Second Avenue,,New York,NY,10010,40.71,-73.99,$91487,$186534,$233746,590,1
1485,Marcelo Foster,18,66,2002,2,Male,62715 Sixth Avenue,,Hamburg,NY,14075,42.72,-78.83,$24121,$49185,$92484,690,2
1486,Abram Sullivan,30,66,1990,2,Male,835 George Drive,,Miami,FL,33176,25.77,-80.2,$28871,$58865,$94134,727,2
1487,Sally Russell,49,66,1970,9,Female,791 11th Boulevard,,Henrico,VA,23228,37.55,-77.46,$20917,$42652,$133935,729,6
1488,Kinsley Kelley,43,65,1977,1,Female,7512 South Boulevard,,Appleton,WI,54913,44.26,-88.39,$36825,$75080,$35268,747,3
1489,Isla Ward,56,69,1963,10,Female,7532 Park Boulevard,962.0,Kuna,ID,83634,43.43,-116.32,$19198,$39146,$72957,766,3
1490,Maliyah Morales,75,65,1944,12,Female,402 Birch Boulevard,,Tacoma,WA,98404,47.2,-122.4,$16941,$11410,$0,812,7
1491,Malachi Perez,61,65,1958,11,Male,186 Forest Avenue,11.0,Sterling Heights,MI,48313,42.58,-83.03,$22974,$46843,$66529,736,2
1492,Lily Anwar,23,70,1996,7,Female,473 El Camino Street,8.0,Torrance,CA,90504,33.86,-118.33,$25900,$52815,$77064,658,2
1493,Jazlynn James,18,71,2002,1,Female,197 George Drive,,Douglas,GA,31535,31.5,-82.85,$15701,$32014,$61420,728,3
1494,Savanna Perez,44,71,1975,7,Female,6624 Valley Street,,Saint Simons Island,GA,31522,31.21,-81.37,$26808,$54659,$73363,628,1
1495,Khalid Allen,44,66,1975,7,Male,6882 Forest Drive,,Laurel Hill,NC,28351,34.8,-79.54,$13683,$27896,$42046,710,3
1496,Dario Collins,51,68,1969,1,Male,599 East Lane,,Coventry,RI,2816,41.68,-71.66,$25111,$51196,$26617,681,3
1497,Caylee Edwards,52,67,1967,5,Female,903 Hill Boulevard,,Crown Point,IN,46307,41.42,-87.35,$26168,$53350,$128676,685,5
1498,Alannah Farhad,44,65,1976,2,Female,4121 Mountain View Boulevard,4.0,West Harrison,NY,10604,41.05,-73.74,$45812,$93406,$151935,801,3
1499,Raphael Wilson,66,69,1953,9,Male,900 Catherine Street,,San Diego,CA,92129,32.96,-117.12,$36323,$74059,$144396,744,4
1500,Case Edwards,21,70,1998,3,Male,1848 Mountain View Avenue,,Powder Springs,GA,30127,33.86,-84.68,$25025,$51028,$105239,660,2
1501,Azariah Hall,21,69,1998,5,Female,537 Fourth Lane,5.0,Amanda,OH,43102,39.65,-82.74,$19000,$38739,$0,689,3
1502,Adilynn Ryan,41,60,1978,7,Female,533 Sussex Drive,3.0,Hannibal,NY,13074,43.31,-76.57,$17013,$34690,$48954,683,4
1503,Stanley Baker,37,63,1982,8,Male,5608 Hillside Avenue,,Holly Springs,MS,38635,34.77,-89.44,$14367,$29297,$36303,825,4
1504,Timothy Miller,82,64,1937,10,Male,635 Sussex Drive,,West Plains,MO,65775,36.74,-91.86,$14191,$33356,$938,566,4
1505,Alvaro Mitchell,31,68,1988,8,Male,168 Sussex Boulevard,,Honeoye Falls,NY,14472,42.95,-77.59,$32973,$67230,$45269,685,2
1506,Genesis Fisher,65,64,1954,6,Female,5814 Lincoln Lane,,Medford,NY,11763,40.82,-72.98,$27376,$64829,$15537,664,3
1507,Landry Ward,29,66,1990,11,Female,5493 Catherine Drive,,Marietta,GA,30062,33.95,-84.54,$33093,$67473,$140270,780,1
1508,Enoch Green,61,66,1959,1,Male,201 Grant Drive,,State College,PA,16801,40.79,-77.85,$25031,$51039,$0,704,5
1509,Jason Campbell,25,67,1994,8,Male,2484 Essex Avenue,,North Haven,CT,6473,41.38,-72.85,$29231,$59599,$79126,717,5
1510,David Wright,56,59,1963,5,Male,593 Valley Stream Drive,,Perkins,OK,74059,35.97,-97.02,$17394,$35468,$53185,490,2
1511,Makai Gomez,33,67,1986,12,Male,12 12th Avenue,6.0,Kenosha,WI,53144,42.58,-87.85,$23060,$47023,$0,765,2
1512,Alessia Jenkins,80,66,1939,12,Female,6328 Forest Street,,Houston,TX,77073,29.76,-95.38,$18528,$22326,$1620,564,4
1513,Isla Farhad,22,67,1997,7,Female,919 First Street,,Chana,IL,61015,41.99,-89.2,$20147,$41080,$106545,793,1
1514,Alistair Lonsdale,56,66,1963,9,Male,3982 Ocean View Street,,High Point,NC,27265,35.98,-79.99,$24005,$48944,$79960,813,7
1515,Kingsley Abe,44,65,1975,7,Male,591 South Avenue,,Lawrence,KS,66049,38.96,-95.25,$27149,$55351,$152645,703,6
1516,Damon Martin,18,68,2001,12,Male,6294 Essex Drive,,Saint George,UT,84770,37.18,-113.6,$14470,$29497,$66044,722,3
1517,Baylee Martin,25,64,1995,2,Female,940 Plum Boulevard,27.0,Tampa,FL,33647,27.95,-82.48,$34122,$69572,$137845,753,2
1518,Brody Ryan,37,59,1983,1,Male,6680 River Avenue,4.0,Las Vegas,NV,89118,36.07,-115.21,$23889,$48710,$59824,792,3
1519,Milo Thompson,32,66,1987,6,Male,6106 Norfolk Boulevard,,New Orleans,LA,70119,30.06,-89.93,$17536,$35755,$61748,708,4
1520,Johanna Williams,67,69,1952,8,Female,198 Lincoln Street,,Norwalk,CT,6854,41.09,-73.42,$30736,$62669,$70317,760,5
1521,Alessandro Bell,39,69,1980,5,Male,164 Ocean View Street,,Northwood,IA,50459,43.44,-93.21,$16087,$32801,$44496,701,2
1522,Brylee King,50,66,1970,2,Female,4492 Grant Drive,,Conover,NC,28613,35.7,-81.21,$18444,$37617,$57746,695,3
1523,Cannon Masvidal,33,72,1986,7,Male,699 Third Avenue,2.0,Henderson,TX,75652,32.15,-94.79,$17898,$36496,$119670,759,1
1524,Jordan Fu,77,67,1942,8,Male,8407 Forest Drive,14.0,Oswego,NY,13126,43.45,-76.5,$20447,$47993,$3080,827,5
1525,Cecelia Kelly,71,66,1948,8,Female,5023 11th Avenue,,Saint George,UT,84790,37.06,-113.57,$15881,$23350,$19515,679,2
1526,Danielle Stewart,52,65,1967,7,Female,4092 El Camino Lane,,Oklahoma City,OK,73114,35.46,-97.51,$14465,$29496,$49681,704,5
1527,Kaylie Lonsdale,59,66,1960,10,Female,102 Burns Boulevard,,Easton,PA,18042,40.68,-75.22,$21005,$42825,$105122,850,5
1528,Alanna Ross,47,64,1972,8,Female,467 Birch Avenue,,Sodus,NY,14551,43.23,-77.06,$16703,$34057,$59247,655,4
1529,Belen Fu,42,73,1977,8,Female,152 El Camino Boulevard,,Hitchcock,TX,77563,29.31,-95.01,$21178,$43181,$57199,710,3
1530,Tommy Fu,32,66,1987,8,Male,4063 Burns Boulevard,,Florham Park,NJ,7932,40.77,-74.39,$47698,$97248,$197100,775,5
1531,Lukas Cox,43,64,1976,11,Male,582 Essex Street,,Sullivan,MO,63080,38.21,-91.16,$17101,$34869,$53381,699,2
1532,Carlee Roman,58,62,1961,4,Female,690 Hill Lane,,Barron,WI,54812,45.4,-91.84,$15371,$31343,$49537,741,3
1533,Anika Hall,63,62,1956,5,Female,440 North Street,,Abilene,TX,79605,32.45,-99.73,$16665,$30399,$19404,668,4
1534,Sloane Ward,52,66,1967,9,Female,417 Hill Lane,,Lexington,KY,40509,38.04,-84.45,$28583,$58278,$51539,689,6
1535,Steven King,62,55,1958,2,Male,506 Washington Lane,,Leitchfield,KY,42754,37.48,-86.29,$14038,$9445,$14856,641,2
1536,Celeste Ward,32,66,1987,10,Female,12960 El Camino Lane,4914.0,Newark,NJ,7112,40.72,-74.17,$16691,$34034,$55846,633,2
1537,Zayne Adams,59,67,1960,8,Male,763 Essex Avenue,,Miami,FL,33156,25.77,-80.2,$53676,$109440,$180865,737,5
1538,Kinslee Anderson,20,61,2000,2,Female,72 Lexington Avenue,,Woodbridge,NJ,7095,40.55,-74.28,$30587,$62365,$137710,606,1
1539,Lilly Chen,85,67,1935,1,Female,872 Lake Avenue,2.0,Everett,PA,15537,40.01,-78.36,$15262,$38499,$1493,746,5
1540,Sheila Martinez,21,65,1998,9,Female,3208 El Camino Street,,Plainfield,IN,46168,39.7,-86.38,$23355,$47622,$87054,709,2
1541,Kassidy James,48,62,1972,1,Female,940 First Drive,,New Bloomfield,MO,65063,38.71,-92.08,$19627,$40017,$75377,648,1
1542,Thea Morales,28,71,1991,5,Female,672 Grant Lane,,Green Cove Springs,FL,32043,29.98,-81.67,$19805,$40381,$63008,730,3
1543,Lea Mitchell,63,65,1956,10,Female,881 Ocean View Street,,Chicago,IL,60657,41.83,-87.68,$0,$4,$0,691,3
1544,Audrey Morales,32,67,1987,12,Female,7012 11th Lane,,New York,NY,10025,40.71,-73.99,$23874,$48676,$110589,721,4
1545,Shawn Walker,62,66,1957,9,Male,6076 Bayview Boulevard,,Milwaukee,WI,53206,43.06,-87.96,$9995,$20377,$12092,789,4
1546,Ryan Ajami,53,68,1967,2,Female,75011 Lafayette Drive,42.0,Mira Loma,CA,91752,33.99,-117.53,$19851,$40470,$87086,691,5
1547,Kingston Peterson,52,62,1967,3,Male,544 Main Drive,,Canton,MA,2021,42.15,-71.13,$38878,$79272,$107029,716,3
1548,Rhett Nelson,42,63,1978,1,Male,603 Rose Avenue,,Windsor,CT,6095,41.85,-72.65,$29261,$59663,$89579,681,1
1549,Zayd Kelly,30,71,1990,2,Male,5737 Washington Boulevard,,Huntingdon Valley,PA,19006,40.13,-75.06,$34043,$69412,$64273,699,2
1550,Melany Taylor,23,55,1996,3,Female,989 Hill Avenue,,Leesburg,FL,34748,28.8,-81.88,$11204,$22844,$37625,689,1
1551,Ahmed Russell,69,63,1950,4,Male,5233 Valley Stream Street,,Albuquerque,NM,87106,35.11,-106.62,$20993,$16542,$36831,733,3
1552,Peyton Richardson,23,71,1996,10,Female,515 Tenth Lane,,Carmel,CA,93923,36.46,-121.82,$29174,$59479,$69645,688,1
1553,Emerald Butler,61,64,1958,5,Female,98 Ninth Street,,Ooltewah,TN,37363,35.06,-85.09,$25814,$52633,$137109,704,1
1554,Coraline Gonzalez,21,67,1998,4,Female,4497 Summit Boulevard,,Mount Airy,NC,27030,36.5,-80.61,$15286,$31167,$29342,749,3
1555,Tori Ortiz,25,65,1994,4,Female,7111 Lexington Avenue,,Des Moines,IA,50313,41.57,-93.61,$18568,$37864,$57052,686,1
1556,Tinsley Campbell,18,61,2001,9,Female,293 South Street,,Laneville,TX,75667,31.94,-94.85,$16183,$32998,$45196,736,1
1557,Susan Kelley,31,69,1988,8,Female,1415 Sixth Street,830.0,Midland,TX,79701,32.02,-102.1,$17329,$35331,$55566,697,4
1558,Barrett Brooks,46,68,1974,2,Male,2292 South Street,72.0,Grenada,MS,38901,33.77,-89.81,$15568,$31739,$81905,799,5
1559,Rylie Roberts,18,65,2001,4,Female,1692 Hillside Avenue,2001.0,Gorman,TX,76454,32.21,-98.67,$12583,$25654,$55761,746,1
1560,Curtis Rivera,35,66,1984,10,Male,34 Summit Drive,2.0,Chula Vista,CA,91911,32.61,-117.03,$16942,$34542,$35474,697,4
1561,Elias El-Mafouk,26,61,1993,5,Male,930 Mill Drive,,Herrin,IL,62948,37.8,-89.03,$16397,$33437,$56690,588,1
1562,Andre Burns,53,69,1966,7,Male,274 Summit Street,,Dallas,TX,75227,32.79,-96.76,$13799,$28134,$20231,707,3
1563,Coen Peres,54,71,1965,9,Male,9939 Mill Lane,780.0,Suwanee,GA,30024,34.05,-84.07,$35710,$72807,$0,803,3
1564,Gracelynn Peres,62,65,1957,10,Female,24684 Ocean View Boulevard,,Gresham,OR,97080,45.47,-122.37,$22599,$46075,$139335,741,3
1565,Olivia Brooks,35,69,1984,6,Female,4395 Bayview Lane,,Spokane,WA,99216,47.69,-117.19,$17760,$36213,$48364,637,1
1566,Melody Hill,62,66,1957,7,Female,4823 Lincoln Drive,4.0,Denver,CO,80221,39.76,-104.87,$16459,$33556,$10619,799,4
1567,Leonardo Howard,54,61,1965,7,Male,456 Sixth Boulevard,,Austin,TX,78705,30.26,-97.74,$23287,$47482,$59590,726,5
1568,Joshua Diaz,52,60,1967,8,Male,3740 Ocean Lane,,Elyria,OH,44035,41.37,-82.1,$18110,$36927,$54145,554,1
1569,Lillie Peres,18,65,2002,1,Female,24 Lafayette Street,,Valdosta,GA,31605,30.84,-83.27,$19681,$40131,$48468,721,1
1570,Liliana Thomas,52,69,1967,10,Female,549 Tenth Avenue,,Chicago,IL,60620,41.83,-87.68,$14963,$30509,$56953,641,2
1571,Selah Morales,87,69,1932,11,Female,983 George Boulevard,,Oceanside,CA,92057,33.27,-117.28,$22270,$33279,$1642,778,6
1572,Kamari Hughes,61,67,1958,3,Male,5363 Tenth Lane,,Charlotte,TN,37036,36.18,-87.34,$17261,$35196,$51751,684,4
1573,Samara Murphy,52,65,1967,10,Female,445 West Boulevard,1.0,Jersey City,NJ,7306,40.71,-74.06,$21642,$44128,$148684,739,3
1574,Rebekah Davis,20,70,1999,8,Female,885 Bayview Lane,,Fargo,ND,58103,46.87,-96.81,$22214,$45292,$88917,660,4
1575,Lennon Martin,42,66,1977,9,Male,763 Lexington Avenue,,College Park,MD,20740,38.99,-76.93,$26224,$53464,$20683,751,4
1576,Wynter Nguyen,40,65,1979,10,Female,464 Lake Drive,,Corona,NY,11368,40.74,-73.85,$13177,$26865,$19529,826,5
1577,Kiana Edwards,18,69,2002,2,Female,2668 Lafayette Avenue,,Cape Canaveral,FL,32920,28.4,-80.6,$20392,$41579,$50190,694,2
1578,Jana Watson,46,70,1973,8,Female,9503 South Street,,Big Bear Lake,CA,92315,34.23,-116.86,$15515,$31632,$76538,832,3
1579,Paisleigh Merkel,30,67,1989,7,Female,594 Mountain View Street,,Bismarck,ND,58504,46.8,-100.76,$23679,$48277,$110153,740,4
1580,Justin Evans,19,62,2000,10,Male,122 11th Drive,,Effingham,SC,29541,34.05,-79.75,$16393,$33426,$51699,664,4
1581,Zaniyah Abe,73,68,1946,3,Female,3802 Maple Street,,Cleveland,OH,44104,41.47,-81.67,$9389,$13089,$10928,772,4
1582,Alfred Abe,24,65,1995,6,Male,7675 Main Boulevard,2.0,Allendale,SC,29810,33.0,-81.3,$11384,$23212,$25138,799,3
1583,Brian Brown,18,63,2002,1,Male,7193 George Boulevard,,Canoga Park,CA,91304,34.22,-118.59,$24074,$49084,$106863,577,3
1584,Laura Green,63,68,1956,11,Female,412 Spruce Boulevard,,Albany,NY,12206,42.66,-73.79,$15490,$31582,$23359,693,4
1585,Jayceon Foster,74,66,1945,5,Male,960 Mill Lane,754.0,Rush,NY,14543,42.98,-77.67,$26072,$54013,$3628,779,8
1586,Callum Ajami,41,64,1978,12,Male,3536 Burns Street,,Texarkana,TX,75501,33.44,-94.07,$15884,$32387,$65171,765,1
1587,Lilyana Green,61,65,1959,2,Female,576 Jefferson Boulevard,,De Land,IL,61839,40.12,-88.64,$16978,$34619,$13326,747,5
1588,Armani Edwards,52,67,1968,2,Male,142 First Drive,,Dallas,TX,75227,32.79,-96.76,$13799,$28137,$88482,797,6
1589,Liv Evans,56,68,1963,11,Female,5814 Ocean Street,60.0,Fall River Mills,CA,96028,41.01,-121.47,$13723,$27981,$62926,717,3
1590,Amani Roman,65,66,1954,3,Female,6303 South Boulevard,,Patterson,LA,70392,29.69,-91.3,$19237,$39221,$45409,786,4
1591,Kenzie Kelley,25,70,1994,8,Female,166 Littlewood Lane,,Los Angeles,CA,90036,34.06,-118.35,$40761,$83104,$222502,714,5
1592,Johan Xi,59,65,1960,9,Male,948 Federal Drive,,Simpsonville,SC,29680,34.73,-82.25,$23966,$48867,$92873,644,2
1593,Londyn Rodriguez,49,61,1970,4,Female,824 West Drive,5.0,Pascoag,RI,2859,41.95,-71.7,$24260,$49464,$123198,705,6
1594,Milena Reed,37,73,1982,11,Female,4830 Ocean Drive,,Parrish,AL,35580,33.73,-87.28,$17716,$36122,$51593,641,2
1595,Brenden Brown,20,74,1999,9,Male,2539 Hill Street,7.0,West Warwick,RI,2893,41.69,-71.51,$22701,$46284,$46220,850,1
1596,Justice Davis,49,69,1970,10,Female,990 Burns Boulevard,,Gastonia,NC,28056,35.25,-81.17,$23879,$48688,$81995,679,1
1597,Veronica Lewis,50,68,1969,9,Female,9794 Essex Lane,5.0,Seattle,WA,98117,47.68,-122.38,$35031,$71427,$115702,709,3
1598,Eduardo Murphy,60,65,1959,12,Male,53 Madison Street,,Kennett Square,PA,19348,39.84,-75.71,$34744,$70840,$52578,736,4
1599,Reese Torres,32,66,1988,2,Female,8445 11th Lane,9.0,Fort Mill,SC,29707,34.99,-80.86,$26878,$54804,$172493,687,2
1600,Mohamed Perez,88,57,1931,9,Male,636 Main Avenue,,Buchanan Dam,TX,78609,30.79,-98.43,$13088,$22371,$994,700,4
1601,Tommy Brown,51,65,1968,11,Male,1209 George Drive,,Fayetteville,NC,28312,34.93,-78.72,$18376,$37467,$50461,784,4
1602,Jaxen Faraday,32,71,1987,11,Male,2426 Littlewood Avenue,10.0,Saint Paul,MN,55101,44.94,-93.1,$30650,$62492,$18680,686,3
1603,Westin Jackson,42,67,1977,8,Male,9387 Lincoln Boulevard,5.0,Clever,MO,65631,37.02,-93.47,$17222,$35119,$57463,850,3
1604,Emmeline Cox,63,66,1957,1,Female,13 Sixth Boulevard,,San Diego,CA,92105,32.73,-117.08,$13805,$28147,$25987,756,7
1605,Rocky Adams,19,62,2001,1,Male,3804 Ninth Street,8477.0,Norcross,GA,30092,33.94,-84.2,$31677,$64585,$121851,665,1
1606,Dario Thompson,33,69,1986,6,Male,81 Wessex Drive,,Stockton,CA,95210,38.02,-121.3,$14709,$29996,$44313,809,4
1607,Ariyah Phillips,61,67,1959,1,Female,2111 Burns Street,,El Paso,TX,79928,31.65,-106.15,$14322,$29206,$25966,716,6
1608,Francis Brooks,51,69,1968,8,Male,932 Bayview Avenue,,Prairie Village,KS,66208,38.9,-94.68,$41663,$84944,$57746,713,3
1609,Emma Ross,21,71,1998,3,Female,7469 El Camino Street,,Dearborn,MI,48126,42.31,-83.21,$11773,$24006,$57226,801,2
1610,Eliseo Price,50,62,1969,11,Male,6669 Burns Street,,Torrington,CT,6790,41.83,-73.12,$22401,$45674,$83331,717,1
1611,Jayde Powell,48,75,1972,1,Female,6126 Ocean View Boulevard,,Lapel,IN,46051,40.06,-85.84,$19810,$40392,$52417,645,1
1612,Jana Howard,41,68,1978,5,Female,1071 Lafayette Street,,Pittsfield,NH,3263,43.3,-71.33,$19781,$40334,$65793,597,3
1613,Reed Ortiz,36,65,1984,1,Male,4172 Federal Drive,1344.0,Mesa,AZ,85202,33.38,-111.87,$21053,$42927,$132343,687,4
1614,Prakash Mitchell,24,69,1995,12,Male,652 Maple Street,,Dayton,OH,45420,39.77,-84.19,$18208,$37122,$58984,753,4
1615,Fiona Jenkins,36,65,1983,5,Female,980 Federal Drive,,Detroit,MI,48209,42.38,-83.1,$9710,$19800,$40038,682,3
1616,Aydin Miller,49,67,1970,8,Male,468 Park Lane,,Grantham,PA,17027,40.23,-77.02,$21728,$44303,$53407,696,1
1617,Heaven Kelley,61,71,1958,4,Female,9189 Valley Street,,Utica,NY,13501,43.1,-75.23,$15194,$30984,$39222,616,4
1618,Casey Carter,45,66,1975,1,Female,471 Eighth Lane,,Morristown,NJ,7960,40.79,-74.47,$55362,$112875,$44432,709,2
1619,Meredith Moore,28,65,1991,11,Female,5663 Martin Luther King Boulevard,7.0,Mosheim,TN,37818,36.19,-82.95,$14406,$29371,$32300,715,2
1620,Hunter Perez,35,64,1984,8,Male,4238 Lexington Lane,,Cicero,IL,60804,41.84,-87.75,$13891,$28325,$38658,822,6
1621,Julia Morris,52,69,1968,2,Female,38688 First Avenue,,Chicago,IL,60630,41.83,-87.68,$22296,$45462,$68494,657,5
1622,Thalia King,32,66,1987,7,Female,767 Park Drive,,Lubbock,TX,79413,33.57,-101.87,$17444,$35565,$54634,681,3
1623,Khalid Murphy,18,64,2002,1,Male,3578 Pine Lane,,Concord,NC,28025,35.4,-80.59,$20570,$41940,$82593,710,1
1624,Jaelyn Diaz,61,70,1958,3,Female,4155 Spruce Avenue,,Thorofare,NJ,8086,39.85,-75.18,$28663,$58433,$48231,696,4
1625,Emmitt Kelley,57,69,1962,11,Male,1690 Main Avenue,,Jackson Center,PA,16133,41.27,-80.13,$16809,$34272,$39514,765,4
1626,Magnus Sullivan,18,69,2001,9,Male,38 Valley Stream Street,,Saint Petersburg,FL,33704,27.75,-82.64,$34974,$71312,$200793,741,4
1627,Camilla Macron,49,69,1970,11,Female,6999 Lexington Lane,,Sacramento,CA,95822,38.51,-121.49,$18344,$37401,$76201,737,4
1628,Anabelle Cook,18,65,2002,2,Female,303 Lexington Drive,,Pompano Beach,FL,33071,26.23,-80.13,$27916,$56921,$115330,823,1
1629,Allan James,52,60,1967,10,Male,146 Plum Avenue,,Indianapolis,IN,46203,39.77,-86.14,$14691,$29957,$60321,624,5
1630,Skylar Perez,51,68,1969,1,Male,6310 El Camino Drive,,Godfrey,IL,62035,38.96,-90.18,$21680,$44206,$62813,690,1
1631,Westley Foster,47,57,1973,1,Male,605 Hillside Boulevard,,Abbeville,LA,70510,29.97,-92.12,$18730,$38190,$81968,652,1
1632,Emmaline Fernandez,37,66,1982,4,Female,363 Main Lane,,Blytheville,AR,72315,35.93,-89.92,$16689,$34032,$68762,769,2
1633,Moises Butler,43,69,1976,6,Male,33 Bayview Avenue,,Fayetteville,NC,28303,35.05,-78.87,$17751,$36189,$16988,694,3
1634,Isaiah Fox,51,65,1969,1,Male,1047 Seventh Street,,Jackson,MS,39213,32.32,-90.2,$11061,$22557,$63019,699,5
1635,Jonas Brown,44,68,1975,11,Male,4169 Fourth Lane,,Camarillo,CA,93010,34.23,-119.07,$27544,$56163,$104767,671,1
1636,Kade Adams,44,71,1975,10,Male,168 Mill Drive,,Vancouver,WA,98684,45.63,-122.52,$22050,$44963,$90682,705,4
1637,Byron Cooper,20,68,1999,11,Male,76089 Grant Boulevard,,Sterling Heights,MI,48310,42.58,-83.03,$19200,$39144,$55347,702,1
1638,Alexandria Brooks,82,67,1937,8,Female,362 Martin Luther King Street,303.0,Grover Hill,OH,45849,41.01,-84.47,$15090,$21815,$1597,498,5
1639,Maggie Wright,49,70,1971,2,Female,6661 Mill Lane,,Olympia,WA,98516,47.11,-122.76,$24044,$49026,$83385,718,1
1640,Ariel Torres,38,68,1982,1,Male,839 Essex Lane,,Great Falls,MT,59404,47.65,-111.38,$19560,$39882,$77817,809,4
1641,Kaitlyn Diaz,59,63,1960,12,Female,265 Ocean Drive,,Katy,TX,77493,29.79,-95.82,$26422,$53878,$78143,779,4
1642,Stevie Macron,18,64,2001,9,Female,3371 Madison Boulevard,,Camp Pendleton,CA,92055,33.29,-117.3,$15520,$31644,$70064,480,1
1643,Nataly Mitchell,30,69,1989,4,Female,145 Spruce Street,,Commerce City,CO,80022,39.86,-104.86,$20522,$41839,$46226,761,4
1644,Hattie Smith,54,66,1965,3,Female,2571 Plum Avenue,,Palm Bay,FL,32905,27.98,-80.66,$15318,$31240,$26005,770,5
1645,Miranda Evans,80,69,1940,1,Female,221 Catherine Boulevard,,Fleischmanns,NY,12430,42.15,-74.53,$14515,$9766,$66,732,4
1646,Thalia Phillips,25,65,1994,8,Female,355 Burns Boulevard,,Sunbury,PA,17801,40.86,-76.78,$16519,$33682,$42690,793,1
1647,Jeremiah Gonzalez,29,66,1990,5,Male,7135 Ninth Lane,,Chestnut Hill,MA,2467,42.31,-71.16,$62177,$126775,$28869,685,2
1648,Elaine Johnson,45,72,1974,5,Female,4173 Wessex Avenue,,Pennington,AL,36916,32.19,-88.05,$17076,$34817,$63313,586,1
1649,Ellianna Martin,65,65,1955,2,Female,674 Elm Boulevard,,Blair,NE,68008,41.54,-96.13,$25102,$16889,$38489,679,5
1650,Maren Bennett,25,63,1994,9,Female,212 Lincoln Lane,,Jacksonville,FL,32210,30.33,-81.65,$19617,$40000,$127951,767,3
1651,Chaim Barnes,31,71,1988,5,Male,913 Mill Boulevard,,Alstead,NH,3602,43.15,-72.36,$20592,$41986,$134162,697,1
1652,Brendan Neufelder,23,65,1996,12,Male,2545 Federal Drive,,Jersey City,NJ,7306,40.71,-74.06,$21642,$44128,$0,760,1
1653,Edward Roberts,23,65,1996,7,Male,16 Jefferson Drive,,Mundelein,IL,60060,42.26,-88.0,$28799,$58721,$135065,758,1
1654,Joey Taylor,55,68,1964,5,Male,1587 Rose Lane,,Como,MS,38619,34.51,-89.94,$12285,$25051,$19465,734,4
1655,Elizabeth Gomez,20,67,1999,12,Female,12694 Fourth Boulevard,1.0,Yuma,CO,80759,40.12,-102.72,$14242,$29040,$36331,703,1
1656,Warren Harris,45,67,1974,6,Male,955 Seventh Avenue,,Auburn,AL,36831,32.59,-85.48,$20782,$42379,$64124,550,1
1657,Terrance Martinez,59,67,1960,5,Male,6320 East Avenue,,Valley Center,CA,92082,33.25,-116.98,$22727,$46341,$78610,686,6
1658,Alec Johnson,20,64,2000,2,Male,8997 Summit Avenue,,Hummelstown,PA,17036,40.26,-76.71,$31040,$63292,$145756,635,1
